maxpkt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1
nr_zad,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22.1,22.2,22.3,22.4,22.5,22.6
A1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,0
A2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,0,0,0
A3,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,0,1,0
A4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0
A5,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
A6,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,2,3,1,1,0,1,0
A7,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,2,1,1,2,0,1
A8,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,0
A9,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0
A10,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1
A11,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2,2,1,1,0,0,0
A12,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,3,1,1,2,0,1
A13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,1,1,2,0,1
A14,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,2,0,1,0,1,0
A15,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,0
A16,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
A17,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
A18,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0,1,0
A19,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1
A20,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
A21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,0
A22,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0
A23,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,2,0,1,1,0,1,1
A24,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
A25,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,2,4,1,1,0,1,0
A26,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
A27,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,2,1,1,2,1,1
B1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,2,1,1,0,0,1,1
B2,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,2,2,1,1,0,1,1
B3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,0
B4,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
B5,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,1,0,0,0,0,0
B6,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,2,2,1,1,2,0,1
B7,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,2,3,1,1,0,1,1
B8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,0,0
B9,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
B10,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,3,1,1,0,1,0
B11,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0
B12,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,0
B13,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
B14,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,0
B15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,0,0
B16,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,2,1,0,1,0,1,0
B17,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
B18,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0
B19,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1
B20,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
C1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,1,1,1,2,0,1
C2,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0
C3,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
C4,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1
C5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,0
C6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1
C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
C8,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2,0,0
C9,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
C10,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,3,1,1,0,1,0
C11,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,0,1,0
C12,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
C13,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
C14,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,2,1,0,1,1,1,1
C15,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0
C16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
C18,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
C19,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0
C20,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
C21,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1
D1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,2,2,1,1,0,1,1
D2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,1,0,0,0,0
D3,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1
D4,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
D5,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1
D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,0,1,2,1,1
D7,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,3,1,1,2,1,0
D8,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,4,1,1,2,1,0
D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
D10,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,2,1,1,0,0,0
D11,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,0,0,1,0,1,1
D12,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
D13,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
D14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,1,2,0,1
D15,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,0
D16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,0,0
D17,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,2,1,1,0,0,0
D18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1
D19,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
D20,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,2,1,1
D21,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,2,1,0,0,1,1
E1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,2,1,1,0,0,0,0
E2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
E3,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,2,1,0,0,0,1,1
E4,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1
E5,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
E6,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
E7,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,2,2,0,1,2,1,1
E8,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1
E9,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
E10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
E11,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0
E12,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0,1
E13,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,2,0,1,2,1,0
E14,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0
E15,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1
E16,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,0,0,0
E17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,2,2,1,1,2,1,1
E18,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,0
E19,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,0
E20,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
F1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,0
F2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1
F3,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,2,1,1,2,1,1
F4,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,3,1,1,0,0,0
F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1
F7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0
F8,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,0
F10,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
F11,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
F12,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
F13,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0
F14,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0
F15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
F16,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,2,1,1,0,0,0,0
F17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1
F18,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,2,1,1,1,0,1,0
F19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,0
F20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,0
F21,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0
F22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,1,2,1,0
F23,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
F24,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,1
F25,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0
F26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0
